# zooid     P          Nclass  image
ASW000086u  0.5247887  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219002976.png
ASW0008vl5  0.0555202  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190651e9.png
ASW000649f  0.2586806  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219045b13.png
ASW00042d9  0.7787995  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021902e4fd.png
ASW000014h  0.1612898  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190005b1.png
ASW0002ln0  0.0420336  36       http://spacewarps.org/subjects/standard/5183f151e4bb21021901da0c.png
ASW0004nh3  0.4694310  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219034fd7.png
ASW0009ans  0.9999885  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219069e38.png
ASW0002eg6  0.0388549  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901b5a6.png
ASW0005w3f  0.2507960  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190431bb.png
ASW00000bx  0.0973199  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190001ad.png
ASW0009anl  0.0416428  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219069e31.png
ASW00055xa  0.0471974  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021903ad3e.png
ASW0002xmt  0.0142489  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190216c5.png
ASW0006ghy  0.0787290  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219049906.png
ASW000254g  0.2872074  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219018670.png
ASW0004dv8  1.0000000  45       http://spacewarps.org/subjects/standard/5183f151e4bb210219031f34.png
ASW0006x60  0.2503818  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021904ed68.png
ASW0005ygm  0.1424088  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219043db6.png
ASW00038y4  0.0520100  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021902500c.png
