# zooid     P          Nclass  image
ASW0003ent  0.9984584  11       http://spacewarps.org/subjects/standard/5183f151e4bb210219026cf9.png
ASW0000rim  0.9925181  45       http://spacewarps.org/subjects/standard/5183f151e4bb210219008b4e.png
ASW0001bc7  0.9860108  31       http://spacewarps.org/subjects/standard/5183f151e4bb21021900efa7.png
ASW0006gym  0.9963756  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219049b5e.png
ASW0004597  0.9789274  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021902f39b.png
ASW0008n9w  0.9972937  5       http://spacewarps.org/subjects/standard/5183f151e4bb2102190627d4.png
ASW0000ymf  0.9934523  7       http://spacewarps.org/subjects/standard/5183f151e4bb21021900af47.png
ASW00061jv  0.9610358  4       http://spacewarps.org/subjects/standard/5183f151e4bb210219044d5b.png
ASW00043x6  0.9958303  4       http://spacewarps.org/subjects/standard/5183f151e4bb21021902ecda.png
ASW0008qw4  0.9976072  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219063a24.png
ASW0005968  0.9799927  5       http://spacewarps.org/subjects/standard/5183f151e4bb21021903bdb0.png
ASW0006r6o  0.9966097  5       http://spacewarps.org/subjects/standard/5183f151e4bb21021904cf20.png
ASW0003rtv  0.9597375  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021902afa3.png
ASW0008na7  0.9894098  6       http://spacewarps.org/subjects/standard/5183f151e4bb2102190627df.png
ASW00084o3  0.9966244  7       http://spacewarps.org/subjects/standard/5183f151e4bb21021905c9a3.png
ASW0000f8k  0.9902236  61       http://spacewarps.org/subjects/standard/5183f151e4bb210219004d24.png
ASW0004f9k  0.9965208  8       http://spacewarps.org/subjects/standard/5183f151e4bb210219032648.png
ASW0004f9f  0.9815704  19       http://spacewarps.org/subjects/standard/5183f151e4bb210219032643.png
ASW0006eja  0.9914903  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219048f16.png
ASW00018vi  0.9631204  5       http://spacewarps.org/subjects/standard/5183f151e4bb21021900e32e.png
ASW0004t34  0.9542940  7       http://spacewarps.org/subjects/standard/5183f151e4bb210219036c40.png
ASW00023et  0.9940598  8       http://spacewarps.org/subjects/standard/5183f151e4bb210219017dc5.png
ASW00025xm  0.9984538  4       http://spacewarps.org/subjects/standard/5183f151e4bb210219018a8a.png
ASW0002ifl  0.9537231  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021901c9d1.png
ASW0003ctp  0.9712770  5       http://spacewarps.org/subjects/standard/5183f151e4bb2102190263ad.png
